eid,title,authors,year,journal,doi,citations,abstract,link
2-s2.0-85106925993,Using Performance Improvement to Enhance Time-Out Compliance and Prevent Wrong-Site Surgery,Vance M.E.,2021,AORN Journal,10.1002/aorn.13413,0,,https://api.elsevier.com/content/abstract/scopus_id/85106925993
2-s2.0-85108445209,8 am versus 8 pm labour induction with dinoprostone vaginal tablets in term pregnancies with unfavourable cervices-a randomised controlled trial,Adlan A.S.A.,2021,Clinical and Experimental Obstetrics and Gynecology,10.31083/j.ceog.2021.03.2337,0,,https://api.elsevier.com/content/abstract/scopus_id/85108445209
2-s2.0-85150314379,Client and family outcomes: Experiences of care,Bachnick S.,2021,Nurses Contributions to Quality Health Outcomes,10.1007/978-3-030-69063-2_12,0,,https://api.elsevier.com/content/abstract/scopus_id/85150314379
2-s2.0-85182210685,Developing an initial set of quality indicators for chiropractic care: a scoping review,Vining R.,2024,BMC Health Services Research,10.1186/s12913-024-10561-8,0,,https://api.elsevier.com/content/abstract/scopus_id/85182210685
2-s2.0-85211755606,Value sets and the problem of redundancy in value set repositories,Gold S.,2024,Plos One,10.1371/journal.pone.0312289,0,,https://api.elsevier.com/content/abstract/scopus_id/85211755606
2-s2.0-85204839496,Medical treatment of breast cancer,Ikizceli T.,2024,Current Trends in Breast Disease Management,,0,,https://api.elsevier.com/content/abstract/scopus_id/85204839496
2-s2.0-85205920838,Patient experience in bariatric surgery: protocol of a French narrative inquiry and qualitative analysis,Vignot M.,2024,BMJ Open,10.1136/bmjopen-2023-082528,0,,https://api.elsevier.com/content/abstract/scopus_id/85205920838
2-s2.0-85104596736,Practice makes perfect?,Foster S.,2021,British Journal of Nursing,10.12968/bjon.2021.30.8.503,0,,https://api.elsevier.com/content/abstract/scopus_id/85104596736
2-s2.0-85108386343,POSITION OF IN-THE-BAG POSTERIOR CHAMBER INTRAOCULAR LENSES RELATIVE TO THE LIMBUS: Applications to Scleral-Sutured Lenses,Vingopoulos F.,2021,Retina,10.1097/IAE.0000000000003044,0,,https://api.elsevier.com/content/abstract/scopus_id/85108386343
2-s2.0-85206167966,Empowering older persons for healthy ageing prioritizing health needs,Ghazali S.B.S.,2024,Empowering Older Persons for Healthy Ageing Prioritizing Health Needs,,0,,https://api.elsevier.com/content/abstract/scopus_id/85206167966
2-s2.0-85201765493,Majority Rules? Assessing Access to Kidney Transplantation in a Predominantly Hispanic Population,Thalji N.M.,2024,Kidney360,10.34067/KID.0000000000000546,0,,https://api.elsevier.com/content/abstract/scopus_id/85201765493
2-s2.0-85197502314,Measuring the Direct Medical Costs of Hospital-Onset Infections Using an Analogy Costing Framework,Scott R.D.,2024,Pharmacoeconomics,10.1007/s40273-024-01400-z,0,,https://api.elsevier.com/content/abstract/scopus_id/85197502314
2-s2.0-85214324835,"Nursing-Sensitive Quality Indicators and Related Factors for PatientsatIntensiveCareUnitsinPortSaidCity,Egypt",Elkader H.M.A.,2024,Malaysian Journal of Nursing,10.31674/mjn.2024.v16isupp1.001,0,,https://api.elsevier.com/content/abstract/scopus_id/85214324835
2-s2.0-85206802468,Prevalence of Neurologic Disease among Those in Same-Sex Relationships: Evidence from the Medical Expenditure Panel Survey,Byer L.,2024,Neurology Clinical Practice,10.1212/CPJ.0000000000200385,0,,https://api.elsevier.com/content/abstract/scopus_id/85206802468
2-s2.0-85206594480,Predicting Increased Incidence of Common Antibiotic-Resistant and Antibiotic-Associated Pathogens Using Ensemble Species Distribution Modeling,Brough S.C.,2024,Journal of Infectious Diseases,10.1093/infdis/jiae145,0,,https://api.elsevier.com/content/abstract/scopus_id/85206594480
2-s2.0-85189947279,"Analysis of Hospitals Switching From a “Danger to Self” Question to Universal Columbia-Suicide Severity Rating Scale Screening: Impact on Screenings, Identification of Suicide Risk, and Documented Psychiatric Care",Dillon E.C.,2024,Psychiatric Research and Clinical Practice,10.1176/appi.prcp.20230068,0,,https://api.elsevier.com/content/abstract/scopus_id/85189947279
2-s2.0-85194217742,Patient Safety Indicators During the Initial COVID-19 Pandemic Surge in the United States,Rodriguez J.A.,2024,Journal of Patient Safety,10.1097/PTS.0000000000001216,0,,https://api.elsevier.com/content/abstract/scopus_id/85194217742
2-s2.0-85199159682,Economic and Financial Concern of Digital Healthcare Systems for better Governance-An Indian Context,Bandyopadhyay A.,2024,Economic Affairs New Delhi,10.46852/0424-2513.3.2024.35,0,,https://api.elsevier.com/content/abstract/scopus_id/85199159682
2-s2.0-85160908666,Basic strategy in nursing education: managment of Diabetes Mellitus by simulation method,Bakan G.,2021,Pamukkale Medical Journal,10.31362/patd.792679,0,,https://api.elsevier.com/content/abstract/scopus_id/85160908666
2-s2.0-85104622446,Poor concordance of contemporary performance measures in detecting complications in complex endovascular aortic repair,Giuliano K.A.,2021,Journal of Vascular Surgery,10.1016/j.jvs.2020.11.046,0,,https://api.elsevier.com/content/abstract/scopus_id/85104622446
2-s2.0-85149646175,Health information infrastructure,Yasnoff W.A.,2021,Biomedical Informatics Computer Applications in Health Care and Biomedicine Fifth Edition,10.1007/978-3-030-58721-5_15,0,,https://api.elsevier.com/content/abstract/scopus_id/85149646175
2-s2.0-85099470043,Nationwide cost variation for lower extremity flap reconstruction,Seyidova N.,2021,European Journal of Plastic Surgery,10.1007/s00238-020-01776-z,0,,https://api.elsevier.com/content/abstract/scopus_id/85099470043
2-s2.0-85151960529,"Situating parents’ circumcision decision-making within health research, knowledge, and experience",Reeves K.M.,2022,Ssm Qualitative Research in Health,10.1016/j.ssmqr.2022.100132,0,,https://api.elsevier.com/content/abstract/scopus_id/85151960529
2-s2.0-85139374797,"Opportunity loss: care team job satisfaction and urgent care, emergency department, and hospital costs for patients with cardiovascular disease",Mundt M.P.,2022,Family Practice,10.1093/fampra/cmac023,0,,https://api.elsevier.com/content/abstract/scopus_id/85139374797
2-s2.0-85148682850,Laparoscopic/robotic treatment of the small bowel lesions,Gangemi A.,2021,Robotic Surgery Second Edition,10.1007/978-3-030-53594-0_80,0,,https://api.elsevier.com/content/abstract/scopus_id/85148682850
2-s2.0-85129370272,Antibiotic Stewardship in Post-Acute Care Facilities,Malani A.N.,2018,Practical Implementation of an Antibiotic Stewardship Program,10.1017/9781316694411.013,0,,https://api.elsevier.com/content/abstract/scopus_id/85129370272
2-s2.0-85051843159,Guideline implementation: Medication safety,Burlingame C.B.L.,2018,AORN Journal,10.1002/aorn.12095,0,,https://api.elsevier.com/content/abstract/scopus_id/85051843159
2-s2.0-85149155359,"Cultural mediation among individuals, communities, and health and social service systems",Allen C.G.,2021,Promoting the Health of the Community Community Health Workers Describing their Roles Competencies and Practice,10.1007/978-3-030-56375-2_5,0,,https://api.elsevier.com/content/abstract/scopus_id/85149155359
2-s2.0-85151819224,Biochemical Confirmation of the Anti-Inflammatory Effect of Coxibs and their Compositions with N-Acetylgulcosaminil 1-4-N-Acetylmuramoil-L-alanyl-D-Isoglagamin,Olegivna S.G.,2021,Letters in Applied Nanobioscience,10.33263/LIANBS101.19441949,0,,https://api.elsevier.com/content/abstract/scopus_id/85151819224
2-s2.0-85200248807,"The impact of cannabis use disorder on urologic oncologic surgery morbidity, length of stay, and inpatient cost: analysis of the National Inpatient Sample from 2003 to 2014",Tinsley S.A.,2024,World Journal of Urology,10.1007/s00345-024-05151-6,0,,https://api.elsevier.com/content/abstract/scopus_id/85200248807
2-s2.0-85162260368,Association Between the Affordable Care Act and Emergency Department Visits for Psychiatric Disease,Asgharian A.,2023,Western Journal of Emergency Medicine,10.5811/westjem.57630,0,,https://api.elsevier.com/content/abstract/scopus_id/85162260368
2-s2.0-85200423944,"Race, Ethnicity, and Pediatric Postsurgical Mortality: Current Trends and Future Projections",Nafiu O.O.,2024,Pediatrics,10.1542/peds.2024-065906,0,,https://api.elsevier.com/content/abstract/scopus_id/85200423944
2-s2.0-85178648194,"Pediatric Cholelithiasis in the United States: National Hospitalization Trends, 2006 to 2019",Agawu A.,2023,Journal of Pediatric Gastroenterology and Nutrition,10.1097/MPG.0000000000003959,0,,https://api.elsevier.com/content/abstract/scopus_id/85178648194
2-s2.0-85179092781,Prenatal but not continued postpartum vitamin D supplementation reduces maternal bone resorption as measured by C-terminal telopeptide of type 1 collagen without effects on other biomarkers of bone metabolism,Krupa C.,2024,Endocrine and Metabolic Science,10.1016/j.endmts.2023.100154,0,,https://api.elsevier.com/content/abstract/scopus_id/85179092781
2-s2.0-85189157248,"Cognitive impairment as a risk factor for postoperative delirium in cardiac surgery based on the Mini Mental State Examination, in people over 60 years of age: A systematic review",Ujaldon-Martínez R.,2024,Psiquiatria Biologica,10.1016/j.psiq.2024.100463,0,,https://api.elsevier.com/content/abstract/scopus_id/85189157248
2-s2.0-85189975696,Fundamentals of case and caseload management: Skills for rehabilitation practice,Williams L.A.R.,2024,Fundamentals of Case and Caseload Management Skills for Rehabilitation Practice,10.1891/9780826159632,0,,https://api.elsevier.com/content/abstract/scopus_id/85189975696
2-s2.0-85146457540,Exploring Barriers to Tobacco Smoking Cessation in Minority Ethnic Patients in the UK,Bhanu N.,2022,Dental Update,10.12968/denu.2022.49.11.920,0,,https://api.elsevier.com/content/abstract/scopus_id/85146457540
2-s2.0-85179287938,The role of vitamin D physiology in regulating calcium and bone metabolism in mother and child,Ryan B.A.,2023,Feldman and Pike S Vitamin D Volume One Biochemistry Physiology and Diagnostics,10.1016/B978-0-323-91386-7.00028-3,0,,https://api.elsevier.com/content/abstract/scopus_id/85179287938
2-s2.0-85179277712,Cardiovascular Disease in Women,Bott K.A.,2023,Womens Healthcare in Advanced Practice Nursing Third Edition,,0,,https://api.elsevier.com/content/abstract/scopus_id/85179277712
2-s2.0-85179292773,Hypercalcemia due to vitamin D toxicity,Motlaghzadeh Y.,2023,Feldman and Pike S Vitamin D Volume Two Disease and Therapeutics,10.1016/B978-0-323-91338-6.00031-8,0,,https://api.elsevier.com/content/abstract/scopus_id/85179292773
2-s2.0-85160183300,Ultrasound-Guided Vascular Access,Shannon A.W.,2012,Emergency Medicine Clinical Essentials Second Edition,10.1016/B978-1-4377-3548-2.00006-9,0,,https://api.elsevier.com/content/abstract/scopus_id/85160183300
2-s2.0-85174468550,"Trends in incidence and clinical outcome of non-ST elevation myocardial infarction in patients with amyloidosis in the United States, 2010–2020",Gharbin J.,2023,American Heart Journal Plus Cardiology Research and Practice,10.1016/j.ahjo.2023.100336,0,,https://api.elsevier.com/content/abstract/scopus_id/85174468550
2-s2.0-85150494796,A retrospective study to identify the compliance with SDCEP guidelines of exodontia patients taking oral anticoagulant and antiplatelet medication,Archer N.,2023,Oral Surgery,10.1111/ors.12804,0,,https://api.elsevier.com/content/abstract/scopus_id/85150494796
2-s2.0-85176474139,Comparison of Emergency Severity Index Version 4 and Modified Pediatric Early Warning Score as Triage Models in the Pediatric Emergency of a Tertiary Care Public Sector Hospital,Solanki A.,2023,Indian Pediatrics,10.1007/s13312-023-3036-5,0,,https://api.elsevier.com/content/abstract/scopus_id/85176474139
2-s2.0-85167441092,Letter to the Editor: The theoretical challenges of routinely using [18F]FDG PET/MRI combined with chest HRCT for early cancer detection in asymptomatic patients,Duarte P.S.,2023,European Journal of Nuclear Medicine and Molecular Imaging,10.1007/s00259-023-06376-0,0,,https://api.elsevier.com/content/abstract/scopus_id/85167441092
2-s2.0-85202924040,Evaluating the impact of a decision-making game on empathy development in pharmacy students from the dual perspectives of the patient and pharmacist,Lobkovich A.M.,2024,Currents in Pharmacy Teaching and Learning,10.1016/j.cptl.2024.102187,0,,https://api.elsevier.com/content/abstract/scopus_id/85202924040
2-s2.0-85203003947,Prostate-specific antigen testing patterns and prostate cancer stage at diagnosis in older Ohio cancer patients,Patel S.N.,2024,Cancer Causes and Control,10.1007/s10552-024-01908-x,0,,https://api.elsevier.com/content/abstract/scopus_id/85203003947
2-s2.0-85204913118,"Hospitalization for Ambulatory Care Sensitive Conditions:Concept,Identification and Policy Implications",Lu S.,2024,Chinese General Practice,10.12114/j.issn.1007-9572.2023.0011,0,,https://api.elsevier.com/content/abstract/scopus_id/85204913118
2-s2.0-85214880161,Human Papillomaviruses,Cadilla A.,2025,Feigin and Cherry S Textbook of Pediatric Infectious Diseases 9th Edition 2 Volume Set,10.1016/B978-0-323-82763-8.00155-2,0,,https://api.elsevier.com/content/abstract/scopus_id/85214880161
2-s2.0-85206888816,Antithrombotics and Gastrointestinal Prophylaxis: A Systematic Review,Lancaster I.,2024,Cardiology in Review,10.1097/CRD.0000000000000543,0,,https://api.elsevier.com/content/abstract/scopus_id/85206888816
2-s2.0-85183963394,Preventive Practices and Knowledge of Human Papillomavirus in Mayer-Rokitansky-Küster-Hauser Syndrome Individuals,Shim J.Y.,2024,Sexually Transmitted Diseases,10.1097/OLQ.0000000000001896,0,,https://api.elsevier.com/content/abstract/scopus_id/85183963394
2-s2.0-84973412390,Porth pathophysiology: Concepts of altered health states: Second Canadian edition,Hannon R.A.,2016,Porth Pathophysiology Concepts of Altered Health States Second Canadian Edition,,0,,https://api.elsevier.com/content/abstract/scopus_id/84973412390
2-s2.0-84945407455,A new era for safety measurement,Jones S.,2014,Healthcare Administration Concepts Methodologies Tools and Applications,10.4018/978-1-4666-6339-8.ch013,0,,https://api.elsevier.com/content/abstract/scopus_id/84945407455
2-s2.0-85116957933,Evaluation of anticoagulant therapy management in a teaching hospital in Tunisia: Information and education for vitamin k antagonist newly treated patients need to be improved,Jeddou K.B.,2021,International Journal of Pharmacy Practice,10.1093/ijpp/riab024,0,,https://api.elsevier.com/content/abstract/scopus_id/85116957933
2-s2.0-85199126277,Comparison of medical students’ perceptions of patient safety: Focusing on simulation training using a high-fidelity simulator,Lee J.E.,2024,Plos One,10.1371/journal.pone.0304883,0,,https://api.elsevier.com/content/abstract/scopus_id/85199126277
2-s2.0-85133777425,Can Lithium Treatment be Recommended for Mild Cognitive Impairment and Dementia Due to Alzheimer's Disease? Evidence on its Efficacy and Safety is Lacking: Systematic Review and Meta-Analysis,Restrepo-Martínez M.,2024,Revista Colombiana De Psiquiatria,10.1016/j.rcp.2022.04.006,0,,https://api.elsevier.com/content/abstract/scopus_id/85133777425
2-s2.0-85203713041,"Procedural volume is linearly associated with mortality, major complications, and readmissions in patients undergoing malignant brain tumor resection",Han J.S.,2024,Journal of Neuro Oncology,10.1007/s11060-024-04800-5,0,,https://api.elsevier.com/content/abstract/scopus_id/85203713041
2-s2.0-85200854831,Teledermatology Use in the Elderly: An Analysis of Teledermatology Utilization Patterns Across Age Groups,Hao A.,2024,Telemedicine and E Health,10.1089/tmj.2024.0169,0,,https://api.elsevier.com/content/abstract/scopus_id/85200854831
2-s2.0-85201260313,Common Ultrasound-Guided Procedures,Fong T.,2024,Emergency Medicine Clinics of North America,10.1016/j.emc.2024.05.012,0,,https://api.elsevier.com/content/abstract/scopus_id/85201260313
2-s2.0-85207782337,The Use of a Single Risk Assessment Tool for Mortality and Numerous Hospital-Acquired Conditions,Wang E.,2024,Journal for Healthcare Quality,10.1097/JHQ.0000000000000456,0,,https://api.elsevier.com/content/abstract/scopus_id/85207782337
2-s2.0-85102908776,Methods of patient-reported measures administration and their impact,Park H.A.,2021,International Journal for Quality in Health Care,10.1093/intqhc/mzaa044,0,,https://api.elsevier.com/content/abstract/scopus_id/85102908776
2-s2.0-85100007622,What do we really know about micronutrient supplementation and risk for upper respiratory infection?,Newberry S.,2021,BMJ Global Health,10.1136/bmjgh-2020-004896,0,,https://api.elsevier.com/content/abstract/scopus_id/85100007622
2-s2.0-85169377067,Ultrasound-Guided Peripheral Intravenous Catheters,Favot M.J.,2021,Emergent Vascular Access A Guide for Healthcare Professionals,10.1007/978-3-030-77177-5_4,0,,https://api.elsevier.com/content/abstract/scopus_id/85169377067
2-s2.0-85128158043,Pulmonary rehabilitation of patients after laryngectomy: possibilities of application of heat and moist exchangers,Vladimirovich R.I.,2021,Head and Neck Russian Journal,10.25792/HN.2021.9.4.59-66,0,,https://api.elsevier.com/content/abstract/scopus_id/85128158043
2-s2.0-85187499646,Diabetes-Related Posttraumatic Stress Symptoms in Adolescents and Young Adults With Type 1 Diabetes: A Pilot Study,Hosoda-Urban T.,2024,Journal of the Academy of Consultation Liaison Psychiatry,10.1016/j.jaclp.2024.01.003,0,,https://api.elsevier.com/content/abstract/scopus_id/85187499646
2-s2.0-85199746019,The importance of scholarship and scholarly practice for occupational therapy,Niemeyer L.H.,2024,Occupational Therapy Essentials for Clinical Competence Third Edition,10.4324/9781003525295-55,0,,https://api.elsevier.com/content/abstract/scopus_id/85199746019
2-s2.0-85175405904,Potential Errors in Health Disparities Research Resulting from Lack of Unique Patient Identifiers: Analysis of Diabetes-related Preventable Hospitalizations,Ahn H.J.,2023,Hawaii Journal of Health and Social Welfare,,0,,https://api.elsevier.com/content/abstract/scopus_id/85175405904
2-s2.0-85173332750,iVY: protocol for a randomised clinical trial to test the effect of a technology-based intervention to improve virological suppression among young adults with HIV in the USA,Saberi P.,2023,BMJ Open,10.1136/bmjopen-2023-077676,0,,https://api.elsevier.com/content/abstract/scopus_id/85173332750
2-s2.0-85201329081,Vestibular migraine,Gillard D.M.,2023,Disorders of the Vestibular System Diagnosis and Management,10.1007/978-3-031-40524-2_11,0,,https://api.elsevier.com/content/abstract/scopus_id/85201329081
2-s2.0-85215380070,"Self-detection remains a primary means of breast cancer detection in Beijing, China",Yang Y.,2023,Translational Breast Cancer Research,10.21037/tbcr-22-2,0,,https://api.elsevier.com/content/abstract/scopus_id/85215380070
2-s2.0-85184903964,Mental health and risk of death and hospitalization in COVID–19 patients. Results from a large-scale population-based study in Spain,Moreno-Juste A.,2024,Plos One,10.1371/journal.pone.0298195,0,,https://api.elsevier.com/content/abstract/scopus_id/85184903964
2-s2.0-85184423570,Assessing the excess costs of the in-hospital adverse events covered by the AHRQ’s Patient Safety Indicators in Switzerland,Giese A.,2024,Plos One,10.1371/journal.pone.0285285,0,,https://api.elsevier.com/content/abstract/scopus_id/85184423570
2-s2.0-85098889133,Recovering an Operating Room Schedule during a Global Pandemic: A Method for Safe and Swift Increases in OR Volume during Times of Crisis,Brumit R.,2021,Journal of Medical Systems,10.1007/s10916-020-01687-3,0,,https://api.elsevier.com/content/abstract/scopus_id/85098889133
2-s2.0-85148922920,Drug intoxication in the emergency department,Pasic J.,2021,Behavioral Emergencies for Healthcare Providers,10.1007/978-3-030-52520-0_5,0,,https://api.elsevier.com/content/abstract/scopus_id/85148922920
2-s2.0-85148917679,The medical screening process for psychiatric patients presenting acutely to emergency departments,Tolia V.,2021,Behavioral Emergencies for Healthcare Providers,10.1007/978-3-030-52520-0_2,0,,https://api.elsevier.com/content/abstract/scopus_id/85148917679
2-s2.0-85210787230,Health equity in Veteran populations,Washington D.L.,2025,Health Equity A Solutions Focused Approach Second Edition,10.1891/9780826149527.0016,0,,https://api.elsevier.com/content/abstract/scopus_id/85210787230
2-s2.0-85213180367,Radial cannulation,Shamkhani W.,2025,Transradial Handbook Evidence Based Practice,10.1201/9781003153627-3,0,,https://api.elsevier.com/content/abstract/scopus_id/85213180367
2-s2.0-85212096645,Optimizing neuromuscular block monitoring and reversal: A large-scale quality improvement initiative in a diverse healthcare setting,Goriacko P.,2025,Journal of Clinical Anesthesia,10.1016/j.jclinane.2024.111709,0,,https://api.elsevier.com/content/abstract/scopus_id/85212096645
2-s2.0-85215832379,Transforming healthcare system: Outcomes of Healthier-SG from a large tertiary-care hospital in Singapore,Yang Y.,2025,Health Policy and Technology,10.1016/j.hlpt.2024.100968,0,,https://api.elsevier.com/content/abstract/scopus_id/85215832379
2-s2.0-85167742487,Medication Management Issues in the Older Adult Patient,Offerdahl-McGowan T.,2023,A Comprehensive Guide to Safety and Aging Minimizing Risk Maximizing Security,10.1201/9781003197843-7,0,,https://api.elsevier.com/content/abstract/scopus_id/85167742487
2-s2.0-85197534654,Re-starting anticoagulation and antiplatelets after gastrointestinal bleeding: A systematic review,Slouha E.,2023,F1000research,10.12688/f1000research.135132.1,0,,https://api.elsevier.com/content/abstract/scopus_id/85197534654
2-s2.0-85196451524,Patient Safety in Pediatrics,Fisher E.S.,2023,Patient Safety A Case Based Innovative Playbook for Safer Care Second Edititon,10.1007/978-3-031-35933-0_17,0,,https://api.elsevier.com/content/abstract/scopus_id/85196451524
2-s2.0-85137127577,Surgical Outcome Measures in a Cohort of Patients at High Risk of Breast Cancer Treated by Bilateral Risk-Reducing Mastectomy and Breast Reconstruction,Gandhi A.,2022,Plastic and Reconstructive Surgery,10.1097/PRS.0000000000009383,0,,https://api.elsevier.com/content/abstract/scopus_id/85137127577
2-s2.0-85131901316,Temporal Trends in Grade 3/4 Adverse Events and Associated Costs of Nivolumab Plus Cabozantinib Versus Sunitinib for Previously Untreated Advanced Renal Cell Carcinoma,Geynisman D.M.,2022,Clinical Drug Investigation,10.1007/s40261-022-01170-6,0,,https://api.elsevier.com/content/abstract/scopus_id/85131901316
2-s2.0-85167449355,The Work of Arte Urgente Performative Acts of Political and Artistic Imagination,Schreiber R.M.,2022,Latin American and Latinx Visual Culture,10.1525/lavc.2022.4.3.23,0,,https://api.elsevier.com/content/abstract/scopus_id/85167449355
2-s2.0-85130766118,Integration of the 5As Nicotine Cessation Framework in a Primary Care Clinic,Mangena N.,2022,Journal of Nursing Care Quality,10.1097/NCQ.0000000000000622,0,,https://api.elsevier.com/content/abstract/scopus_id/85130766118
2-s2.0-84886014453,Youth Perspectives on Health Care,Oliveri R.,2011,Juvenile Justice Advancing Research Policy and Practice,10.1002/9781118093375.ch18,0,,https://api.elsevier.com/content/abstract/scopus_id/84886014453
2-s2.0-84885692830,A critique of the behavioral health disability system,Warren P.,2011,Behavioral Health Disability Innovations in Prevention and Management,10.1007/978-0-387-09814-2_1,0,,https://api.elsevier.com/content/abstract/scopus_id/84885692830
2-s2.0-85116025453,Creating a Cognitive Aid for Use During Intraoperative Power Failures,Jackson R.R.,2021,AORN Journal,10.1002/aorn.13503,0,,https://api.elsevier.com/content/abstract/scopus_id/85116025453
2-s2.0-85176860486,Artificial intelligence in obstetrics and gynecology,Kassir E.,2023,Artificial Intelligence in Clinical Practice how AI Technologies Impact Medical Research and Clinics,10.1016/B978-0-443-15688-5.00004-8,0,,https://api.elsevier.com/content/abstract/scopus_id/85176860486
2-s2.0-85177026848,An initiative to reduce psychiatric boarding in a Cape Town emergency department,Hendrikse C.A.,2023,South African Journal of Psychiatry,10.4102/sajpsychiatry.v29i0.2075,0,,https://api.elsevier.com/content/abstract/scopus_id/85177026848
2-s2.0-85153622635,Saudis' perception of medical information privacy: a point-of-view on the use of medical technology,El-Omari H.A.,2023,International Journal of Intelligent Enterprise,10.1504/IJIE.2023.130066,0,,https://api.elsevier.com/content/abstract/scopus_id/85153622635
2-s2.0-85176002896,Status of Quality and Compliance to Inpatient Quality Indicators and Patient Safety Indicators in a Selected Private Corporate Hospital at Dhaka City Bangladesh,Giasuddin A.S.M.,2023,Bangladesh Medical Research Council Bulletin,10.3329/bmrcb.v49i2.65993,0,,https://api.elsevier.com/content/abstract/scopus_id/85176002896
2-s2.0-85172338044,Examining the Need for a Mobile Seclusion Module in Psychiatric Emergency Response and Exploring Modular Architecture Method,Hyun K.S.,2023,Journal of the Architectural Institute of Korea,10.5659/JAIK.2023.39.8.25,0,,https://api.elsevier.com/content/abstract/scopus_id/85172338044
2-s2.0-85208165808,Analgesic regimens administered to older adults receiving skilled nursing facility care following hip fracture: a proof-of-concept federated analysis,Zullo A.R.,2024,BMC Geriatrics,10.1186/s12877-024-05486-0,0,,https://api.elsevier.com/content/abstract/scopus_id/85208165808
2-s2.0-85213345494,Colon Cancer Rates Among Asian Americans: A 2017–2021 Epidemiological Analysis,Do C.,2024,Cancers,10.3390/cancers16244254,0,,https://api.elsevier.com/content/abstract/scopus_id/85213345494
2-s2.0-85198625510,Questionnaire survey on cervical cancer screening and HPV awareness among patients at a local cancer center in Japan,Nakamura K.,2024,BMC Women S Health,10.1186/s12905-024-03256-z,0,,https://api.elsevier.com/content/abstract/scopus_id/85198625510
2-s2.0-85124621985,Postoperative Respiratory Failure After Elective Abdominal Surgery: A Case–Control Study,Orabi D.,2022,Journal of Surgical Research,10.1016/j.jss.2021.12.041,0,,https://api.elsevier.com/content/abstract/scopus_id/85124621985
2-s2.0-85217337046,Cardiovascular Monitoring,Mark J.,2024,Miller S Anesthesia 2 Volume Set,10.1016/B978-0-323-93592-0.00032-8,0,,https://api.elsevier.com/content/abstract/scopus_id/85217337046
2-s2.0-85213933433,Introduction to Neuropsychological Assessment and Intervention,Samuel A.R.,2024,Practical Approach to the Neurological Patient A Clinician S Guide,10.1016/B978-0-443-12642-0.00016-5,0,,https://api.elsevier.com/content/abstract/scopus_id/85213933433
2-s2.0-85183339765,Sports Participation and Osteoarthritis in Females: A Systematic Review †,Brent M.,2024,Sports,10.3390/sports12010015,0,,https://api.elsevier.com/content/abstract/scopus_id/85183339765
2-s2.0-85112571401,Middle ear disease requiring myringotomy in the first two years after tracheotomy in the pediatric population,Kloosterman N.,2021,International Journal of Pediatric Otorhinolaryngology,10.1016/j.ijporl.2021.110864,0,,https://api.elsevier.com/content/abstract/scopus_id/85112571401
2-s2.0-85148924655,Integration with community resources,Peltzer-Jones J.M.,2021,Behavioral Emergencies for Healthcare Providers,10.1007/978-3-030-52520-0_40,0,,https://api.elsevier.com/content/abstract/scopus_id/85148924655
2-s2.0-85148926650,Medical illness in psychiatric disease,Stiebel V.G.,2021,Behavioral Emergencies for Healthcare Providers,10.1007/978-3-030-52520-0_17,0,,https://api.elsevier.com/content/abstract/scopus_id/85148926650
2-s2.0-85132873485,Management of Dementia Through Self-help and Assistive Technologies,Majumder P.,2021,Studies in Big Data,10.1007/978-981-16-0415-7_11,0,,https://api.elsevier.com/content/abstract/scopus_id/85132873485
2-s2.0-85119227822,Literature reviews,Stevens K.R.,2021,Research for Advanced Practice Nurses Fourth Edition from Evidence to Practice,10.1891/9780826151339.0014,0,,https://api.elsevier.com/content/abstract/scopus_id/85119227822
2-s2.0-85187333185,Pregnancy and Birth: A REFERENCE HANDBOOK,Goode K.L.,2021,Pregnancy and Birth A Reference Handbook,,0,,https://api.elsevier.com/content/abstract/scopus_id/85187333185
2-s2.0-85114794671,Randomized Controlled Trial Evaluating the Efficacy and Cost Effectiveness of a Ready-to-Use Applicator Containing Iodine Povacrylex and Isopropyl Alcohol Compared with Conventional Skin Scrubbing and Painting in Patients Undergoing Colorectal Surgery,Tanjak P.,2021,Siriraj Medical Journal,10.33192/Smj.2021.74,0,,https://api.elsevier.com/content/abstract/scopus_id/85114794671
2-s2.0-85097032033,Medication interventions for African-American adults: Practice-based evidence from two nurse-led clinics,Taani M.H.,2021,Public Health Nursing,10.1111/phn.12835,0,,https://api.elsevier.com/content/abstract/scopus_id/85097032033
2-s2.0-85126810428,"Introduction: Past, Present, and Future of Heart Disease in Men and Women",Wenger N.K.,2021,Sex Differences in Cardiac Diseases Pathophysiology Presentation Diagnosis and Management,10.1016/B978-0-12-819369-3.00010-1,0,,https://api.elsevier.com/content/abstract/scopus_id/85126810428
2-s2.0-85205513963,Recurrence of Severe Maternal Morbidity and Transfusion During Delivery Hospitalisations: A Retrospective Cohort Study,van Wingerden A.S.,2025,BJOG an International Journal of Obstetrics and Gynaecology,10.1111/1471-0528.17969,0,,https://api.elsevier.com/content/abstract/scopus_id/85205513963
2-s2.0-85210315540,Association Between Prehip Fracture Antidepressant Use and Posthip Fracture Length of Hospital Stay in Medicare Beneficiaries and Assessing Sex Differences,Mehta R.,2025,American Journal of Geriatric Psychiatry,10.1016/j.jagp.2024.11.001,0,,https://api.elsevier.com/content/abstract/scopus_id/85210315540
