eid,doi,title,authors,year,journal,citations,scopus_link,search_desc,query,relevance_score,confirmed_compendium,search_idx,search_eid,search_doi,search_title,search_authors,search_year,match_status,match_confidence,match_type,reference_idx,reference_title,reference_doi,match_details
2-s2.0-85206370990,10.1186/s12912-024-02409-7,Cross-cultural adaptation and validation of the Hospital Survey on Patient Safety questionnaire for a Chilean hospital,Hurtado-Arenas P.,2024,BMC Nursing,2,,Broad: Agency mentions,"TITLE-ABS-KEY(""Agency for Healthcare Research and Quality"")",6.0,False,186,2-s2.0-85206370990,10.1186/s12912-024-02409-7,Cross-cultural adaptation and validation of the Hospital Survey on Patient Safety questionnaire for a Chilean hospital,Hurtado-Arenas P.,2024,no_match,0.0,,,,,
2-s2.0-85201426164,10.1186/s12877-024-05275-9,Association between frailty and hypoproteinaemia in older patients: meta-analysis and systematic review,Zhang L.,2024,BMC Geriatrics,2,,Broad: Agency mentions,"TITLE-ABS-KEY(""Agency for Healthcare Research and Quality"")",6.0,False,187,2-s2.0-85201426164,10.1186/s12877-024-05275-9,Association between frailty and hypoproteinaemia in older patients: meta-analysis and systematic review,Zhang L.,2024,no_match,0.0,,,,,
2-s2.0-85180202391,10.1080/10903127.2023.2281363,Evidence-Based Guideline for Prehospital Airway Management,Jarvis J.L.,2024,Prehospital Emergency Care,18,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,188,2-s2.0-85180202391,10.1080/10903127.2023.2281363,Evidence-Based Guideline for Prehospital Airway Management,Jarvis J.L.,2024,no_match,0.0,,,,,
2-s2.0-85174513544,10.1007/s00590-023-03754-0,Association between spinopelvic alignment and the development of degenerative spondylolisthesis: a systematic review and meta-analysis,Rahyussalim A.J.,2024,European Journal of Orthopaedic Surgery and Traumatology,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,189,2-s2.0-85174513544,10.1007/s00590-023-03754-0,Association between spinopelvic alignment and the development of degenerative spondylolisthesis: a systematic review and meta-analysis,Rahyussalim A.J.,2024,no_match,0.0,,,,,
2-s2.0-85208803631,10.1111/acem.15047,Online public response to emergency department diagnostic error report: A qualitative study,Sanford T.J.,2024,Academic Emergency Medicine,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,190,2-s2.0-85208803631,10.1111/acem.15047,Online public response to emergency department diagnostic error report: A qualitative study,Sanford T.J.,2024,no_match,0.0,,,,,
2-s2.0-85215396685,10.1097/MLR.0000000000002124,Change Over Time in Hospital Care for Medicaid Beneficiaries: Analysis of Hospitalizations from 2016-2019,Xu J.,2025,Medical Care,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,191,2-s2.0-85215396685,10.1097/MLR.0000000000002124,Change Over Time in Hospital Care for Medicaid Beneficiaries: Analysis of Hospitalizations from 2016-2019,Xu J.,2025,no_match,0.0,,,,,
2-s2.0-85219040282,10.1055/a-2515-2602,Type 1 Diabetes Mellitus and Thromboembolism in Pregnancy,Thomas J.,2025,American Journal of Perinatology,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,192,2-s2.0-85219040282,10.1055/a-2515-2602,Type 1 Diabetes Mellitus and Thromboembolism in Pregnancy,Thomas J.,2025,no_match,0.0,,,,,
2-s2.0-105004836540,10.1002/cdt3.70008,Epigenetic Changes Related to Hypertension in Asian Adults: A Systematic Review,Sukesi L.,2025,Chronic Diseases and Translational Medicine,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,193,2-s2.0-105004836540,10.1002/cdt3.70008,Epigenetic Changes Related to Hypertension in Asian Adults: A Systematic Review,Sukesi L.,2025,no_match,0.0,,,,,
2-s2.0-85215089489,10.1093/eurpub/ckae165,Evaluating the burden and transmission dynamics of chikungunya virus infections in the Eastern Mediterranean Region: a systematic review and meta-analysis,Shaik R.A.,2025,European Journal of Public Health,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,194,2-s2.0-85215089489,10.1093/eurpub/ckae165,Evaluating the burden and transmission dynamics of chikungunya virus infections in the Eastern Mediterranean Region: a systematic review and meta-analysis,Shaik R.A.,2025,no_match,0.0,,,,,
2-s2.0-86000655095,10.1155/adph/4678412,Carbohydrates Intake vs. Fats Intake Correlate With Blood Pressure in Adolescents: A Systematic Review,Sukesi L.,2025,Advances in Public Health,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,195,2-s2.0-86000655095,10.1155/adph/4678412,Carbohydrates Intake vs. Fats Intake Correlate With Blood Pressure in Adolescents: A Systematic Review,Sukesi L.,2025,no_match,0.0,,,,,
2-s2.0-105000440708,10.1002/ohn.1206,Button Battery Ingestion: Exploring Socioeconomic Risk Factors,Eyring J.B.,2025,Otolaryngology Head and Neck Surgery United States,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,196,2-s2.0-105000440708,10.1002/ohn.1206,Button Battery Ingestion: Exploring Socioeconomic Risk Factors,Eyring J.B.,2025,no_match,0.0,,,,,
2-s2.0-85210771046,10.2106/JBJS.24.00643,Identifying Predictors of Successful Conversion from OREF Grants to Extramural Federal Funding Among Orthopaedic Surgeons,Li A.K.,2025,Journal of Bone and Joint Surgery,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,197,2-s2.0-85210771046,10.2106/JBJS.24.00643,Identifying Predictors of Successful Conversion from OREF Grants to Extramural Federal Funding Among Orthopaedic Surgeons,Li A.K.,2025,no_match,0.0,,,,,
2-s2.0-105005589660,10.1080/00185868.2023.2185172,Variance in Hospital Charges and in-Patient Care for Liver Transplants: Examining Non-Clinical Predictors and Implications,Jin A.,2025,Hospital Topics,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,198,2-s2.0-105005589660,10.1080/00185868.2023.2185172,Variance in Hospital Charges and in-Patient Care for Liver Transplants: Examining Non-Clinical Predictors and Implications,Jin A.,2025,no_match,0.0,,,,,
2-s2.0-85217954466,10.1016/j.cardfail.2024.12.010,Outcomes After Heart Transplantation Among Non-Native English-Speaking Recipients,VARGAS F.,2025,Journal of Cardiac Failure,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,199,2-s2.0-85217954466,10.1016/j.cardfail.2024.12.010,Outcomes After Heart Transplantation Among Non-Native English-Speaking Recipients,VARGAS F.,2025,no_match,0.0,,,,,
2-s2.0-105003431493,10.1097/ALN.0000000000005480,A Risk Assessment Model for Predicting Perioperative Venous Thromboembolism in Patients receiving surgery under anesthesia care.,Grimm A.M.,2025,Anesthesiology,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,200,2-s2.0-105003431493,10.1097/ALN.0000000000005480,A Risk Assessment Model for Predicting Perioperative Venous Thromboembolism in Patients receiving surgery under anesthesia care.,Grimm A.M.,2025,no_match,0.0,,,,,
2-s2.0-105002787050,10.1016/j.amjms.2025.04.001,Assessment of the association between constipation and atherosclerosis in cardiovascular and cerebrovascular diseases: a systematic review and meta-analysis,Wang X.,2025,American Journal of the Medical Sciences,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,201,2-s2.0-105002787050,10.1016/j.amjms.2025.04.001,Assessment of the association between constipation and atherosclerosis in cardiovascular and cerebrovascular diseases: a systematic review and meta-analysis,Wang X.,2025,no_match,0.0,,,,,
2-s2.0-85216360600,10.1002/lrh2.10484,Development of learning health system competency items related to health and healthcare equity and justice for rehabilitation researchers,Dunlap P.M.,2025,Learning Health Systems,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,202,2-s2.0-85216360600,10.1002/lrh2.10484,Development of learning health system competency items related to health and healthcare equity and justice for rehabilitation researchers,Dunlap P.M.,2025,no_match,0.0,,,,,
2-s2.0-85204952356,10.1159/000540752,Association of Molar Incisor Hypomineralization with Hypomineralized Second Primary Molars: An Updated Systematic Review with a Meta-Analysis and Trial Sequential Analysis,Zhang Z.,2025,Caries Research,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,203,2-s2.0-85204952356,10.1159/000540752,Association of Molar Incisor Hypomineralization with Hypomineralized Second Primary Molars: An Updated Systematic Review with a Meta-Analysis and Trial Sequential Analysis,Zhang Z.,2025,no_match,0.0,,,,,
2-s2.0-85214404347,10.1016/j.wneu.2024.123617,Corrigendum to “Inpatient Outcomes After Elective Lumbar Spinal Fusion for Patients with Human Immunodeficiency Virus in the Absence of Acquired Immunodeficiency Syndrome” [World Neurosurg. 116 (2018) e913–920](S1878875018310817)(10.1016/j.wneu.2018.05.128),Donnally C.J.,2025,World Neurosurgery,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,204,2-s2.0-85214404347,10.1016/j.wneu.2024.123617,Corrigendum to “Inpatient Outcomes After Elective Lumbar Spinal Fusion for Patients with Human Immunodeficiency Virus in the Absence of Acquired Immunodeficiency Syndrome” [World Neurosurg. 116 (2018) e913–920](S1878875018310817)(10.1016/j.wneu.2018.05.128),Donnally C.J.,2025,no_match,0.0,,,,,
2-s2.0-105001690677,10.1016/j.gerinurse.2024.10.030,Risk factors for falls in older people with pre-frailty: A systematic review and meta-analysis,Jing H.,2025,Geriatric Nursing,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,205,2-s2.0-105001690677,10.1016/j.gerinurse.2024.10.030,Risk factors for falls in older people with pre-frailty: A systematic review and meta-analysis,Jing H.,2025,no_match,0.0,,,,,
2-s2.0-85211432059,10.1016/j.archger.2024.105718,Prevalence of frailty in senile osteoporosis: A systematic review and meta-analysis,Hu Y.,2025,Archives of Gerontology and Geriatrics,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,206,2-s2.0-85211432059,10.1016/j.archger.2024.105718,Prevalence of frailty in senile osteoporosis: A systematic review and meta-analysis,Hu Y.,2025,no_match,0.0,,,,,
2-s2.0-85215232482,10.1016/j.jiph.2025.102652,Prevalence and risk factors for long COVID in China: A systematic review and meta-analysis of observational studies,Hu L.Y.,2025,Journal of Infection and Public Health,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,207,2-s2.0-85215232482,10.1016/j.jiph.2025.102652,Prevalence and risk factors for long COVID in China: A systematic review and meta-analysis of observational studies,Hu L.Y.,2025,no_match,0.0,,,,,
2-s2.0-105001512083,10.1111/acem.15047,Online public response to emergency department diagnostic error report: A qualitative study,Sanford T.J.,2025,Academic Emergency Medicine Official Journal of the Society for Academic Emergency Medicine,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,208,2-s2.0-105001512083,10.1111/acem.15047,Online public response to emergency department diagnostic error report: A qualitative study,Sanford T.J.,2025,no_match,0.0,,,,,
2-s2.0-105002413983,10.1097/SLA.0000000000006707,Language Serving Hospitals and their Impact on Readmission for Surgical Patients with a Non-English Primary Language: A Retrospective Cohort Study,Dacier B.M.,2025,Annals of Surgery,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,209,2-s2.0-105002413983,10.1097/SLA.0000000000006707,Language Serving Hospitals and their Impact on Readmission for Surgical Patients with a Non-English Primary Language: A Retrospective Cohort Study,Dacier B.M.,2025,no_match,0.0,,,,,
2-s2.0-85215388957,10.4103/atm.atm_151_24,Adherence and influencing factors of high‑flow nasal cannula humidified oxygen therapy in elderly patients with stable chronic obstructive pulmonary disease: A meta-analysis,Yang Y.,2025,Annals of Thoracic Medicine,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,210,2-s2.0-85215388957,10.4103/atm.atm_151_24,Adherence and influencing factors of high‑flow nasal cannula humidified oxygen therapy in elderly patients with stable chronic obstructive pulmonary disease: A meta-analysis,Yang Y.,2025,no_match,0.0,,,,,
2-s2.0-85208754680,10.1186/s13690-024-01428-9,The level of electronic health literacy among older adults: a systematic review and meta-analysis,Jiang X.,2024,Archives of Public Health,4,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,211,2-s2.0-85208754680,10.1186/s13690-024-01428-9,The level of electronic health literacy among older adults: a systematic review and meta-analysis,Jiang X.,2024,no_match,0.0,,,,,
2-s2.0-85213996977,10.1080/13573322.2024.2445116,Asian minds and bodies: a fresh lens on Asian student engagement in physical education,Li J.,2025,Sport Education and Society,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,212,2-s2.0-85213996977,10.1080/13573322.2024.2445116,Asian minds and bodies: a fresh lens on Asian student engagement in physical education,Li J.,2025,no_match,0.0,,,,,
2-s2.0-85215319654,,The Prognostic Value of Ki67 in Phyllodes Tumor of the Breast: A Systematic Review and Meta-Analysis,Refai F.,2024,Bahrain Medical Bulletin,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,213,2-s2.0-85215319654,,The Prognostic Value of Ki67 in Phyllodes Tumor of the Breast: A Systematic Review and Meta-Analysis,Refai F.,2024,no_match,0.0,,,,,
2-s2.0-85207991487,10.1186/s12913-024-11802-6,"Revised Hospital Survey on Patient Safety Culture (HSOPSC 2.0): cultural adaptation, validity and reliability of the Malay version",Imran Ho D.S.H.,2024,BMC Health Services Research,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,214,2-s2.0-85207991487,10.1186/s12913-024-11802-6,"Revised Hospital Survey on Patient Safety Culture (HSOPSC 2.0): cultural adaptation, validity and reliability of the Malay version",Imran Ho D.S.H.,2024,no_match,0.0,,,,,
2-s2.0-85193528651,10.1186/s13031-024-00591-8,The impact of armed conflicts on HIV treatment outcomes in Sub-Saharan Africa: a systematic review and meta-analysis,Kebede H.K.,2024,Conflict and Health,4,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,215,2-s2.0-85193528651,10.1186/s13031-024-00591-8,The impact of armed conflicts on HIV treatment outcomes in Sub-Saharan Africa: a systematic review and meta-analysis,Kebede H.K.,2024,no_match,0.0,,,,,
2-s2.0-85203965441,10.1097/PTS.0000000000001276,Increased Risk and Unique Clinical Course of Patient Safety Indicator-3 Pressure Injuries Among COVID-19 Hospitalized Patients,Cowart J.B.,2024,Journal of Patient Safety,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,216,2-s2.0-85203965441,10.1097/PTS.0000000000001276,Increased Risk and Unique Clinical Course of Patient Safety Indicator-3 Pressure Injuries Among COVID-19 Hospitalized Patients,Cowart J.B.,2024,no_match,0.0,,,,,
2-s2.0-85205335788,10.1186/s13018-024-05077-0,The prevalence of scoliosis among adolescents in China: a systematic review and meta-analysis,Fu X.,2024,Journal of Orthopaedic Surgery and Research,6,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,217,2-s2.0-85205335788,10.1186/s13018-024-05077-0,The prevalence of scoliosis among adolescents in China: a systematic review and meta-analysis,Fu X.,2024,no_match,0.0,,,,,
2-s2.0-85201673610,10.1186/s12913-024-11322-3,"Perceptions of hospital electronic health record (EHR) training, support, and patient safety by staff position and tenure",Campione J.,2024,BMC Health Services Research,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,218,2-s2.0-85201673610,10.1186/s12913-024-11322-3,"Perceptions of hospital electronic health record (EHR) training, support, and patient safety by staff position and tenure",Campione J.,2024,no_match,0.0,,,,,
2-s2.0-85179648015,10.1016/j.avsg.2023.11.002,"Retraction Notice to “Carotid Body Tumor Resection: Just as Safe without Preoperative Embolization” [Annals of Vascular Surgery 46 (2018) 54-59, (S0890509617308622), (10.1016/j.avsg.2017.06.149)]",Cobb A.N.,2024,Annals of Vascular Surgery,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,219,2-s2.0-85179648015,10.1016/j.avsg.2023.11.002,"Retraction Notice to “Carotid Body Tumor Resection: Just as Safe without Preoperative Embolization” [Annals of Vascular Surgery 46 (2018) 54-59, (S0890509617308622), (10.1016/j.avsg.2017.06.149)]",Cobb A.N.,2024,no_match,0.0,,,,,
2-s2.0-85199495043,10.1002/wmh3.627,Enduring inequalities: Revascularization before and after the ACA,Gusmano M.K.,2024,World Medical and Health Policy,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,220,2-s2.0-85199495043,10.1002/wmh3.627,Enduring inequalities: Revascularization before and after the ACA,Gusmano M.K.,2024,no_match,0.0,,,,,
2-s2.0-85200212260,10.1186/s12912-024-02082-w,Moral courage level of nurses: a systematic review and meta-analysis,Li H.,2024,BMC Nursing,5,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,221,2-s2.0-85200212260,10.1186/s12912-024-02082-w,Moral courage level of nurses: a systematic review and meta-analysis,Li H.,2024,no_match,0.0,,,,,
2-s2.0-85198091248,10.1007/s00701-024-06174-z,Risk factors of prognosis for spontaneous cerebellar hemorrhage: a systematic review and meta-analysis,Shu J.,2024,Acta Neurochirurgica,3,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,222,2-s2.0-85198091248,10.1007/s00701-024-06174-z,Risk factors of prognosis for spontaneous cerebellar hemorrhage: a systematic review and meta-analysis,Shu J.,2024,no_match,0.0,,,,,
2-s2.0-85207965731,10.1093/jamiaopen/ooae109,Advancing patient-centered clinical decision support in today's health care ecosystem: key themes from the Clinical Decision Support Innovation Collaborative's 2023 Annual Meeting,Dullabh P.,2024,JAMIA Open,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,223,2-s2.0-85207965731,10.1093/jamiaopen/ooae109,Advancing patient-centered clinical decision support in today's health care ecosystem: key themes from the Clinical Decision Support Innovation Collaborative's 2023 Annual Meeting,Dullabh P.,2024,no_match,0.0,,,,,
2-s2.0-85200951568,10.1007/s00198-024-07220-3,Association of proton-density fat fraction with osteoporosis: a systematic review and meta-analysis,Yuan K.,2024,Osteoporosis International,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,224,2-s2.0-85200951568,10.1007/s00198-024-07220-3,Association of proton-density fat fraction with osteoporosis: a systematic review and meta-analysis,Yuan K.,2024,no_match,0.0,,,,,
2-s2.0-85202928917,10.1186/s13561-024-00525-3,Kidney transplant cases in US: study of determinants of variance in hospital charges and inpatient care,Akhigbe A.,2024,Health Economics Review,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,225,2-s2.0-85202928917,10.1186/s13561-024-00525-3,Kidney transplant cases in US: study of determinants of variance in hospital charges and inpatient care,Akhigbe A.,2024,no_match,0.0,,,,,
2-s2.0-85212853699,10.1017/cts.2024.681,"Meaningfulness, feasibility, and usability of quality-of-care measures for maternal and infant health: A structured mixed-methods review",Theis R.P.,2024,Journal of Clinical and Translational Science,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,226,2-s2.0-85212853699,10.1017/cts.2024.681,"Meaningfulness, feasibility, and usability of quality-of-care measures for maternal and infant health: A structured mixed-methods review",Theis R.P.,2024,no_match,0.0,,,,,
2-s2.0-105003106616,10.3389/fendo.2025.1567787,Association between waist-to-height ratio and insulin resistance in patients with polycystic ovary syndrome: a meta-analysis,Lan Y.,2025,Frontiers in Endocrinology,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,227,2-s2.0-105003106616,10.3389/fendo.2025.1567787,Association between waist-to-height ratio and insulin resistance in patients with polycystic ovary syndrome: a meta-analysis,Lan Y.,2025,no_match,0.0,,,,,
2-s2.0-85215873968,10.1097/PHH.0000000000001983,"Examining the Relationship between Local Governmental Expenditures on the Social Determinants of Health and County-Level Overdose Deaths, 2017-2020",Lindenfeld Z.,2025,Journal of Public Health Management and Practice,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,228,2-s2.0-85215873968,10.1097/PHH.0000000000001983,"Examining the Relationship between Local Governmental Expenditures on the Social Determinants of Health and County-Level Overdose Deaths, 2017-2020",Lindenfeld Z.,2025,no_match,0.0,,,,,
2-s2.0-85214286705,10.1016/j.ijnss.2024.12.004,Correlated factors of posttraumatic growth in patients with colorectal cancer: A systematic review and meta-analysis,Wei D.,2025,International Journal of Nursing Sciences,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,229,2-s2.0-85214286705,10.1016/j.ijnss.2024.12.004,Correlated factors of posttraumatic growth in patients with colorectal cancer: A systematic review and meta-analysis,Wei D.,2025,no_match,0.0,,,,,
2-s2.0-105002023123,10.1177/21925682231190616,Revisiting Anticoagulation in Spine Surgery: Balancing Venous Thromboembolic Events and Epidural Hematoma,Massaro A.M.,2025,Global Spine Journal,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,230,2-s2.0-105002023123,10.1177/21925682231190616,Revisiting Anticoagulation in Spine Surgery: Balancing Venous Thromboembolic Events and Epidural Hematoma,Massaro A.M.,2025,no_match,0.0,,,,,
2-s2.0-105001430472,10.1016/j.nepr.2025.104345,The role of artificial intelligence in shaping nursing education: A comprehensive systematic review,Ma J.,2025,Nurse Education in Practice,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,231,2-s2.0-105001430472,10.1016/j.nepr.2025.104345,The role of artificial intelligence in shaping nursing education: A comprehensive systematic review,Ma J.,2025,no_match,0.0,,,,,
2-s2.0-85216528111,10.1016/j.rmed.2025.107969,Global prevalence of fatigue in patients with chronic obstructive pulmonary disease: A systematic review and meta-analysis,Shi W.,2025,Respiratory Medicine,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,232,2-s2.0-85216528111,10.1016/j.rmed.2025.107969,Global prevalence of fatigue in patients with chronic obstructive pulmonary disease: A systematic review and meta-analysis,Shi W.,2025,no_match,0.0,,,,,
2-s2.0-85217010723,10.1016/j.yebeh.2025.110301,"Prevalence of anxiety, depression, and posttraumatic stress disorder in caregivers of children with epilepsy: A meta-analysis",Li Y.,2025,Epilepsy and Behavior,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,233,2-s2.0-85217010723,10.1016/j.yebeh.2025.110301,"Prevalence of anxiety, depression, and posttraumatic stress disorder in caregivers of children with epilepsy: A meta-analysis",Li Y.,2025,no_match,0.0,,,,,
2-s2.0-105003406236,10.1186/s12913-025-12668-y,Assessment of a patient safety culture: a nationwide cross-sectional study comparing public and private hospitals in Kuwait,Alsaleh F.M.,2025,BMC Health Services Research,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,234,2-s2.0-105003406236,10.1186/s12913-025-12668-y,Assessment of a patient safety culture: a nationwide cross-sectional study comparing public and private hospitals in Kuwait,Alsaleh F.M.,2025,no_match,0.0,,,,,
2-s2.0-86000346354,10.1186/s12909-025-06906-4,The application of an escape room teaching method on the training for ICU new nurses: a quasi-experimental study,Hu Q.,2025,BMC Medical Education,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,235,2-s2.0-86000346354,10.1186/s12909-025-06906-4,The application of an escape room teaching method on the training for ICU new nurses: a quasi-experimental study,Hu Q.,2025,no_match,0.0,,,,,
2-s2.0-105003140429,10.1186/s12912-025-03063-3,Factors influencing self-management in patients with epilepsy: a systematic review and meta-analysis,Tian W.,2025,BMC Nursing,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,236,2-s2.0-105003140429,10.1186/s12912-025-03063-3,Factors influencing self-management in patients with epilepsy: a systematic review and meta-analysis,Tian W.,2025,no_match,0.0,,,,,
2-s2.0-105000653967,10.1186/s12884-025-07459-6,Domestic violence in pregnancy: a systematic review of clinical guidelines,Babazadeh R.,2025,BMC Pregnancy and Childbirth,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,237,2-s2.0-105000653967,10.1186/s12884-025-07459-6,Domestic violence in pregnancy: a systematic review of clinical guidelines,Babazadeh R.,2025,no_match,0.0,,,,,
2-s2.0-85218817573,10.1186/s12877-025-05719-w,Association between pain and behavioral and psychological symptoms of dementia (BPSD) in older adults with dementia: a systematic review and meta-analysis,Shi T.,2025,BMC Geriatrics,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,238,2-s2.0-85218817573,10.1186/s12877-025-05719-w,Association between pain and behavioral and psychological symptoms of dementia (BPSD) in older adults with dementia: a systematic review and meta-analysis,Shi T.,2025,no_match,0.0,,,,,
2-s2.0-85218496564,10.1186/s12888-025-06603-y,A meta-analysis on the incidence rate of depression in Chinese menopausal women,Li X.L.,2025,BMC Psychiatry,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,239,2-s2.0-85218496564,10.1186/s12888-025-06603-y,A meta-analysis on the incidence rate of depression in Chinese menopausal women,Li X.L.,2025,no_match,0.0,,,,,
2-s2.0-85180612644,10.1016/j.ypmed.2023.107828,Association of initial opioid prescription duration and an opioid refill by pain diagnosis: Evidence from outpatient settings in ten US health systems,Nguyen A.P.,2024,Preventive Medicine,0,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",6.0,False,240,2-s2.0-85180612644,10.1016/j.ypmed.2023.107828,Association of initial opioid prescription duration and an opioid refill by pain diagnosis: Evidence from outpatient settings in ten US health systems,Nguyen A.P.,2024,no_match,0.0,,,,,
2-s2.0-85175852253,10.1007/s11606-023-08459-y,Prescription Opioid Dose Reductions and Potential Adverse Events: a Multi-site Observational Cohort Study in Diverse US Health Systems,Metz V.E.,2024,Journal of General Internal Medicine,5,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",6.0,False,242,2-s2.0-85175852253,10.1007/s11606-023-08459-y,Prescription Opioid Dose Reductions and Potential Adverse Events: a Multi-site Observational Cohort Study in Diverse US Health Systems,Metz V.E.,2024,no_match,0.0,,,,,
2-s2.0-85187478602,10.1186/s43058-024-00561-4,Learning from the implementation of a surgical opioid reduction initiative in an integrated health system: a qualitative study among providers and patients,Schäfer W.L.A.,2024,Implementation Science Communications,1,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",6.0,False,243,2-s2.0-85187478602,10.1186/s43058-024-00561-4,Learning from the implementation of a surgical opioid reduction initiative in an integrated health system: a qualitative study among providers and patients,Schäfer W.L.A.,2024,no_match,0.0,,,,,
2-s2.0-85214820947,10.1016/j.joclim.2024.100359,ClimaWATCH: A new interactive tool for community heat-health vulnerability assessments,Keshaviah A.,2025,Journal of Climate Change and Health,0,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",6.0,False,244,2-s2.0-85214820947,10.1016/j.joclim.2024.100359,ClimaWATCH: A new interactive tool for community heat-health vulnerability assessments,Keshaviah A.,2025,no_match,0.0,,,,,
2-s2.0-105002455986,10.1513/AnnalsATS.202408-806OC,An Explanatory Mixed-Methods Study of Intensive Care Unit Net Benefit Triage and Trajectory for Sepsis and Acute Respiratory Failure,Anesi G.L.,2025,Annals of the American Thoracic Society,0,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",6.0,False,245,2-s2.0-105002455986,10.1513/AnnalsATS.202408-806OC,An Explanatory Mixed-Methods Study of Intensive Care Unit Net Benefit Triage and Trajectory for Sepsis and Acute Respiratory Failure,Anesi G.L.,2025,no_match,0.0,,,,,
